-1000,1000
-1000,1000
-1000,1000
-1000,1000
-1000,1000
-1000,1000
-1000,1000
0,1000
-1000,1000
-1000,1000
8.39,1000
-1000,1000
0,1000
-1000,1000
0,1000
0,1000
-1000,1000
-1000,1000
-1000,1000
0,1000
0,1000
0,1000
-1000,1000
0,1000
0,1000
0,1000
0,1000
-18.5,1000
0,1000
0,1000
-1000,1000
-1000,1000
0,1000
0,1000
-1000,1000
0,1000
-1000,1000
0,1000
0,1000
-1000,1000
0,1000
0,1000
0,1000
0,1000
0,1000
-1000,1000
0,1000
-1000,1000
-1000,1000
0,1000
0,1000
0,1000
-1000,1000
0,1000
0,1000
-1000,1000
0,1000
-1000,1000
-1000,1000
0,1000
-1000,1000
0,1000
0,1000
-1000,1000
0,1000
0,1000
0,1000
0,1000
-1000,1000
-1000,1000
0,1000
0,1000
0,1000
-1000,1000
-1000,1000
0,1000
-1000,1000
-1000,1000
0,1000
0,1000
0,1000
-1000,1000
0,1000
-1000,1000
-1000,1000
-1000,1000
0,1000
0,1000
0,1000
-1000,1000
-1000,1000
0,1000
-1000,1000
-1000,1000
-1000,1000
